PartitionKey,RowKey,Timestamp,Value
0.GEP.Cumulus.P2P.Resources.en-US,Price,7/23/2018,Price
0.GEP.Cumulus.P2P.Resources.en-US,UOM,7/23/2018,UOM
0.GEP.Cumulus.P2P.Resources.en-US,StartDate,7/23/2018,Start Date
0.GEP.Cumulus.P2P.Resources.en-US,EndDate,7/23/2018,Completion Date
0.GEP.Cumulus.P2P.Resources.en-US,Description,7/23/2018,Description
0.GEP.Cumulus.P2P.Resources.en-US,Type,7/23/2018,Type
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Branch_Plant,7/31/2018,Branch Plant
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SaveSCFailure,8/3/2018,Error While Saving Service Confirmation
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SubmitSCFailure,8/3/2018,Error While Submitting Service Confirmation
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ServiceConfirmationName,8/3/2018,Service Confirmation Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_CannotDeleteLastItem,8/3/2018,Cannot Delete The Last Line Item
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_PrintServiceConfirmation,7/08/2018,Print Service Confirmation
0.GEP.Cumulus.P2P.Resources.en-US,checked,8/3/2018,
0.GEP.Cumulus.P2P.Resources.en-US,ATTACHMENT_INPROCESS,8/20/2018,Upload in progress..
.GEP.Cumulus.P2P.Web.Resources.en-US,ATTACHMENT_UPLOAD,8/20/2018,UPLOAD DOCUMENTS
0.GEP.Cumulus.P2P.Resources.en-US,ATTACHMENT_INVALIDSIZE,8/20/2018,The uploaded file exceeds the file size (max #MaxSize).
0.GEP.Cumulus.P2P.Resources.en-US,ATTACHMENT_MAXFILENO,8/20/2018,Maximum #MaxFileNo files can be uploaded at a time.
0.GEP.Cumulus.P2P.Resources.en-US,ATTACHMENT_FAILED,8/20/2018,File failed to upload.
0.GEP.Cumulus.P2P.Resources.en-US,ATTACHMENT_INVALIDFORMAT,8/20/2018,The uploaded file is not in expected format.
0.GEP.Cumulus.P2P.Resources.en-US,ATTACHMENT_UPLOAD_RULE_LINE1,8/20/2018,Supported file formats:
0.GEP.Cumulus.P2P.Resources.en-US,ATTACHMENT_UPLOAD_RULE_LINE2,8/20/2018,Limited to file(s) of #MaxSize each.
0.GEP.Cumulus.P2P.Resources.en-US,CMN_Approved,7/7/2018,Approved
0.GEP.Cumulus.P2P.Resources.en-US,Contracted_lines,7/7/2018,Contracted Lines
0.GEP.Cumulus.P2P.Resources.en-US,TaskNo,8/17/2018, Subline Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_DeleteChildLines,8/20/2018,Are you sure you want to delete the selected line(s)?
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_DeleteParentLines,8/20/2018,Are you sure you want to delete the selected line(s)?
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_LineDetails,8/3/2018,Line Details
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Lines,8/3/2018,Lines
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Accounting,8/3/2018,Accounting
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Line,8/3/2018,Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_UnitPrice,8/3/2018,Unit Price
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_NeedByDate,8/3/2018,Need By Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Ordered,8/3/2018,Ordered
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Approved,8/3/2018,Approved
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Remaining,8/3/2018,Remaining
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Split,8/3/2018,Split
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SplitNumber,8/3/2018,Split Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SplitValue,8/3/2018,Split Value
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Requester,8/3/2018,Requester
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Division,8/3/2018,Division
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Company code,8/3/2018,Company code
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Plant code,8/3/2018,Plant code
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Purchasing Org,8/3/2018,Purchasing Org
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Plant,8/3/2018,Purchasing Plant
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Business Unit,8/3/2018,Business Unit
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Purchasing Group,8/3/2018,Purchasing Group
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Item Category,8/3/2018,Item Category
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Storage Location,8/3/2018,Storage Location
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Account Assignment Category,8/3/2018,Account Assignment Category
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_GL Account,8/3/2018,GL Account
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Cost Center,8/3/2018,Cost Center
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_WBS Element,8/3/2018,WBS Element
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Internal Order,8/3/2018,Internal Order
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Fixed,8/3/2018,Fixed
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Material,8/3/2018,Material
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_NoSublineSelected,8/21/2018,No subline(s) selected
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_AddNewTask,8/21/2018,Add New Subline
0.GEP.Cumulus.P2P.Resources.en-US,Tasks,8/21/2018,Add Sublines
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_AddAdhocApprover,8/23/2018,Add Adhoc Approver
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_CreateInvoice,8/23/2018,Create Invoice
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Withdraw,8/23/2018,Withdraw
0.GEP.Cumulus.P2P.Resources.en-US,loadingMsg,8/23/2018,Loading..
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_WithdrawnSuccessfully,8/28/2018,Service Confirmation Withdrawn Successfully
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Reset,8/3/2018,Reset
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Split,8/3/2018,Split
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_NumberField,8/3/2018,Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_closeBtn,8/3/2018,Close
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_DONEBTN,8/3/2018,Done
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_categoryPopupHeader,9/26/2018,Select Categories to Browse
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Apply,8/3/2018,Apply
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Total,8/3/2018,Total
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SelectChildLines,8/28/2018,Select at least one row
0.GEP.Cumulus.P2P.Resources.en-US,CMN_Rejected,8/28/2018,Rejected
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PercentageField,8/31/2018,Percentage
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_QuantityDoesNotTally,8/31/2018,Quantity Does Not Tally
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ZeroSplitsNotAllowed,8/31/2018,Zero Splits Not Allowed
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Amount,8/31/2018,Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Upload_AmountNotTally,8/31/2018,Amount Not Tally
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PercentageDoesNotTally,8/31/2018,Total Percentage does not tally
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Req_PercentageField,8/31/2018,Percentage
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Req_NumberField,8/31/2018,Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Split_WarningChange,8/31/2018,This will replace the data of the existing splits. Do you wish to continue?
0.GEP.Cumulus.P2P.Resources.en-US,CMN_Withdrawn,8/30/2018,Withdrawn
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Add,8/31/2018,Add
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_View,8/31/2018,View
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Comment,8/31/2018,Comment
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Add,8/31/2018,Add
0.GEP.Cumulus.P2P.Resources.en-US,PLATFORM_RowsPerPage,8/31/2018,Rows Per Page
0.GEP.Cumulus.P2P.Resources.en-US,PLATFORM_Of,8/31/2018,Of
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Comment,8/31/2018,Comment
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_View,8/31/2018,View
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_BU.OBJ.SUB,8/31/2018,BU.OBJ.SUB
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Branch Plant,8/31/2018,Branch Plant
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_NoLines,8/31/2018,No matching search result found
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_AddSubline,9/11/2018,Price entered on the line will be cleared if you continue to add sublines. Do you want to continue?
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ContractedLines,9/21/2018,Contracted Line
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_FieldShouldNotBeBlank,9/24/2018,field should not be blank
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SavedSuccessfully,9/24/2018,Service Confirmation Saved Successfully
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SupplierCode,9/25/2018,Supplier Code
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_StartDate,10/01/2018,Start Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ConsumedDate,10/01/2018,Consumed Date
0.GEP.Cumulus.P2P.Resources.en-US,ConsumedDate,10/01/2018,Consumed Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_CompletionDate,10/01/2018,Completion Date
0.GEP.Cumulus.P2P.Resources.en-US,CompletionDate,10/02/2018,Completion Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_InvalidStartCompletionDate,10/02/2018,Invalid Start Date and Completion Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_StartCurrentDate,10/02/2018,cannot be after the current date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ContractExpiry,10/02/2018, cannot be after the Contract Expiry Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_BeforeContractExpiry,10/02/2018, cannot be before the Contract Start Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ServiceLocation,9/28/2018,Service Location
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ServiceAddress,9/28/2018,Service Location Address
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_SupplierInvoicingStatus,10/3/2018,Invoicing Status
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_BuyerInvoicingStatus,10/3/2018,Invoicing Status
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ConsumedDate,10/4/2018,Consumed Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_CompletionDate,10/4/2018,Completion Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_TotalAmountGreaterThanZero,10/6/2018,Service Confirmation total amount cannot be zero
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_AmountBasedService,10/8/2018,Amount Based Service
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_RateBasedService,10/8/2018,Rate Based Service
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Material,10/8/2018,Material
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ErrorInAccounting,10/8/2018,Mandatory fields are missing in Accounting Section
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_ErrorLineItemsData,10/8/2018,Mandatory fields are missing in Line Sections
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_MandatoryFieldError,10/8/2018,Mandatory fields should not be blank.
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_PrintPreviewMode,10/22/2018,Preview Mode
0.GEP.Cumulus.P2P.Resources.en-US,P2P_SC_Back,10/22/2018,Back
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_BASICDETAILS,02/07/2019,BASIC DETAILS
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AnalyticsCard,02/07/2019,ANALYTICS CARD
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ShippingFreight,02/07/2019,Shipping & Freight
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceValue,02/07/2019,Invoice Value
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TaxesAndCharges,02/07/2019,Taxes & Charges
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Material,02/07/2019,Material,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_VariableService,02/07/2019,Variable,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_FixedService,02/07/2019,Fixed
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalLabel,02/07/2019,Invoice Total
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERDETAILS,02/07/2019,SUPPLIER DETAILS
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_STAKEHOLDERDETAILS,02/07/2019,STAKEHOLDER DETAILS
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PAYMENTANDDELIVERYDETAILS,02/07/2019,PAYMENT AND DELIVERY DETAILS
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AddMultipleLines,02/07/2019,Add Multiple Lines
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_INVOICENAME,02/07/2019,Invoice Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_INVOICENUMBER,02/07/2019,Invoice Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_INVOICEAMOUNT,02/07/2019,Invoice Amount
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PotentialDuplicateInvoices,12/27/2018,Potential Duplicate Invoices
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERINVOICENUMBER,02/07/2019,Supplier Invoice Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_CREATIONDATE,02/07/2019,Invoice Creation Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERINVOICEDATE,02/07/2019,Supplier Invoice Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_INVOICERECEIVEDON,02/07/2019,Invoice Received On
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERNAME,02/07/2019,Supplier Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_DuplicateLine,02/07/2019,Duplicate Line
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ManageColumn,02/07/2019,Manage Column
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Action,02/07/2019,Action
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_NONPO,02/07/2019,NON PO Invoice
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceStatus,11/28/2018,Invoice Status
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_DuplicateCheckResult,11/28/2018,Duplicate Check Result
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ORDERNUMBER,02/07/2019,Order Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ORDERNAME,02/07/2019,Order Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERCODE,02/07/2019,Supplier Code
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_CURRENCY,02/07/2019,Currency
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PURCHASETYPE,02/07/2019,Purchase Type
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ERS,02/07/2019,ERS
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ORDERINGLOCATION,02/07/2019,Order Location
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ORDERSUPPLIERNAME&ADDRESS,02/07/2019,Order Supplier Name & Address
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_REMITTOLOCATION,02/07/2019,Remit To Location
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERNAME&ADDRESS,02/07/2019,Supplier Name & Address
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERCONTACT,02/07/2019,Supplier Contact
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SUPPLIERCONTACTEMAILPHONE,02/07/2019,Supplier E-mail/Phone
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ORDERCONTACT,02/07/2019,Order Contact
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_BUYEREMAILPHONE,02/07/2019,Buyer E-mail/Phone
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SHIPTO,02/07/2019,Ship To/Service To
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ShipFromLocation,02/07/2019,Ship From
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ShipFromLocationAddress,02/07/2019,Ship From Address
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SHIPTOADDRESS,02/07/2019,Ship To Address/ Service Address
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_CONTACTEMAILPHONE,02/07/2019,Contact E-mail / phone
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_InvoiceSourceChange,02/07/2019,This change will erase all entered values and reset all fields/attributes. Do you want to proceed with the change?
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderNumberChange,02/07/2019,Changing Order Number will remove line items currently present on the invoice. Do you want to proceed with this change?
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_REMITTANCEDETAILS,02/07/2019,REMITTANCE DETAILS
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PAYMENTDATE,02/07/2019,Payment Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_REFERENCENUMBER,02/07/2019,Reference Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_REMITTANCEID,02/07/2019,Remittance ID
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_METHOD,02/07/2019,Method
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SupplierName,02/07/2019,Supplier Name
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Business Unit,02/07/2019,Business Unit
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Company code,02/07/2019,Company Code
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Purchasing Org,02/07/2019,Purchasing Org
0.GEP.Cumulus.P2P.Resources.en-US,P2P_Purchasing Group,02/07/2019,Purchasing Group
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LINEDETAILS,02/07/2019,LINE DETAILS
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LINES,02/07/2019,LINES

0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LINE,02/07/2019,Line
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ItemNumber,02/07/2019,Item Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_FieldSupervisor,02/07/2019,Field Supervisor
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_FulfilmentDocumentLineNumber,02/07/2019,Fulfilment Document Line Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_FulfilmentDocumentNumber,02/07/2019,Fulfiment Document Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LineNo,04/11/2019,Line
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LineType,02/07/2019,Type
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ItemNumber,02/07/2019,Item Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PartnerItemName,02/07/2019,Line Description
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PartnerItemNumber,02/07/2019,Supplier Item Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_POLineItemNumber,4/28/2019,PO Line Item Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Category,02/07/2019,Category
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_UnitPrice,02/07/2019,Unit Price
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Quantity,02/07/2019,Quantity
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_UOM,6/5/2016,UOM
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_MatchType,02/07/2019,Match Type,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_StartDate,02/07/2019,Start Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_EndDate,02/07/2019,End Date,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LineTotal,02/07/2019,Line Total,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Taxes,02/07/2019,Taxes,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Allowances,02/07/2019,Discounts,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AccrueTaxes,02/07/2019,Accrued Taxes
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderedQuantity,02/07/2019,Ordered Quantity,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_OrderUnitPrice,02/07/2019,Ordered Unit Price,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_RemainingAmount,02/07/2019,Remaining Amount,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalInvoicesAmount,02/07/2019,Total Invoices Amount,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ShipTo,02/07/2019,Ship To,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ShipToAddress,02/07/2019,Ship To Address,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ContractNumber,10-03-2017,Contract Number
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ContractName,02/07/2019,Contract Name,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_CalculatedTaxes,02/07/2019,Calculated Tax,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ContractExpiryDate,02/07/2019,Contract Expiry Date,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_ContractValue,02/07/2019,Contract Value,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_DeliverToAddress,02/07/2019,Deliver To Address,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_Manufacturer_Details,02/07/2019,Manufacturer Details,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_CommentsAndAttachments,02/07/2019,Comments And Attachments,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_AdditionalInformation,02/07/2019,Additional Information,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_DeliverTo,4/28/2019,Deliver To
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PaymentTerms,02/07/2019,Payment Terms,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_FulfilmentDocumentStatus,02/07/2019,Fulfilment Document Status,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_IsContracted,02/07/2019,Is item on Pricebook?,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PriceBookStatus,02/07/2019,Is Item Price Compliant,


0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PAYMENTTERMS,02/07/2019,Payment Terms,
0.GEP.Cumulus.P2P.Resources.en-US,P2P_PO_ConsumedDate,02/07/2019,Consumed Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_PO_NeedByDate,02/07/2019,Need By Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_PO_StartDate,02/07/2019,Start Date
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_PurchaseTypeChange,02/07/2019,Changing Purchase Type will remove the fields/attributes which are not relevant to the new Purchase Type selected. Do you want to proceed with the change?
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_EXCEPTIONTYPE,02/07/2019,EXCEPTION TYPE
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SplitAccountingDescription,04/11/2019,Description
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_LineItemSplitNumber,04/11/2019,Split
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_TotalSplitValue,04/11/2019,Total Split Value
0.GEP.Cumulus.P2P.Resources.en-US,P2P_INV_SplitValue,04/11/2019,Split Value
